CAMIS,BORO,BUILDING,STREET,ZIPCODE,PHONE,INSPECTION DATE,VIOLATION CODE,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,ObjectId,x,y
41488716,Bronx,780,LYDIG AVENUE,10462,6464013267,3/10/17 0:00,06E,Y,7,A,3/10/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.85442275,-73.8645076,211,13,22800,2048825,2042920024,BX49,2039,-73.8645076,40.85442275
41696419,Queens,8410,37 AVENUE,11372,7184240233,8/15/17 0:00,10B,N,31,C,8/15/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.74994693,-73.88224346,403,21,28100,4036228,4014720001,QN28,2040,-73.88224346,40.74994693
41086102,Brooklyn,181,COURT STREET,11201,7186243972,12/19/18 0:00,06D,Y,12,A,12/19/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.68800285,-73.99316699,302,33,4300,3002847,3002800017,BK38,2041,-73.99316699,40.68800285
50075009,Brooklyn,221,PROSPECT PARK W,11215,9172508950,7/25/19 0:00,04L,Y,19,B,7/25/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.66015565,-73.98055482,307,39,16900,3026939,3011100006,BK40,2042,-73.98055482,40.66015565
50004133,Manhattan,40,W 53RD ST,10019,2129699980,4/5/17 0:00,02C,Y,13,A,4/5/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.76130542,-73.97798749,105,4,10400,1071418,1012687501,MN17,2043,-73.97798749,40.76130542
50001978,Bronx,3538,WHITE PLAINS ROAD,10467,7185155789,11/3/16 0:00,10B,N,13,A,11/3/16 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.8781198,-73.86602853,212,12,38000,2057681,2046570051,BX44,2044,-73.86602853,40.8781198
50032595,Manhattan,29,KENMARE ST,10012,2122261262,1/8/18 0:00,02B,Y,9,A,1/8/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.72068219,-73.99512616,102,1,4100,1007167,1004790026,MN24,2045,-73.99512616,40.72068219
41648187,Manhattan,2261,2 AVENUE,10035,2123488654,7/24/18 0:00,06F,Y,29,C,7/24/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.79710143,-73.93770832,111,8,18800,1052582,1016660020,MN34,2046,-73.93770832,40.79710143
41644203,Queens,24617,JAMAICA AVENUE,11426,7183478100,1/12/17 0:00,04N,Y,11,A,1/12/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.72512869,-73.7216559,413,23,161700,4176910,4086600002,QN43,2047,-73.7216559,40.72512869
40720280,Staten Island,2512,ARTHUR KILL ROAD,10309,7189487600,3/15/18 0:00,04N,Y,27,B,3/15/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.55348515,-74.21784024,503,51,20801,5107799,5070720001,SI32,2048,-74.21784024,40.55348515
50001048,Manhattan,166,WEST 27 STREET,10001,2124882388,4/17/17 0:00,06D,Y,7,A,4/17/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.74615074,-73.99274237,105,3,9500,1015056,1008020076,MN17,2049,-73.99274237,40.74615074
50014469,Brooklyn,318,KINGS HWY,11223,7187879517,10/10/18 0:00,02G,Y,20,B,10/10/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.60498243,-73.97863705,311,47,42600,3176892,3066510072,BK29,2050,-73.97863705,40.60498243
50035344,Brooklyn,483,MCDONALD AVE,11218,7189720072,8/24/19 0:00,04N,Y,37,C,8/24/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.64224574,-73.97932412,312,39,48600,3125295,3053530089,BK41,2051,-73.97932412,40.64224574
50079799,Staten Island,2655,RICHMOND AVE,10314,7184892201,3/12/19 0:00,10E,N,11,A,3/12/19 0:00,10/29/19 0:00,Pre-permit (Operational) / Re-inspection,40.58229742,-74.16905259,502,51,27702,5039658,5024000180,SI24,2052,-74.16905259,40.58229742
50086779,Brooklyn,188,PARKSIDE AVE,11226,9177573750,9/5/19 0:00,04N,Y,20,B,9/5/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.65507019,-73.96134688,314,40,50803,3115925,3050540011,BK42,2053,-73.96134688,40.65507019
40897493,Queens,9221,PARSONS BOULEVARD,11433,7186580266,7/27/17 0:00,06D,Y,12,A,7/27/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.70293047,-73.80005974,412,27,44601,4215612,4101000001,QN61,2054,-73.80005974,40.70293047
41666383,Manhattan,167,9 AVENUE,10011,2129898400,4/30/18 0:00,02G,Y,16,B,4/30/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.74448761,-74.00279688,104,3,8900,1012580,1007170043,MN13,2055,-74.00279688,40.74448761
40398642,Bronx,1709,WEBSTER AVENUE,10457,7182940500,6/14/17 0:00,10E,N,12,A,6/14/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.84339796,-73.90336181,204,15,16500,2009337,2028890092,BX01,2056,-73.90336181,40.84339796
50008669,Manhattan,176,2ND AVE,10003,2127771555,4/11/17 0:00,08A,N,12,A,4/11/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.73052146,-73.98625668,103,2,4000,1006470,1004530002,MN22,2057,-73.98625668,40.73052146
50037339,Queens,3023,30TH AVE,11102,7186263633,11/15/17 0:00,09C,N,13,A,11/15/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.76716301,-73.92195663,401,22,7100,4007679,4005950001,QN71,2058,-73.92195663,40.76716301
41487247,Manhattan,891,8 AVENUE,10019,2125828333,8/16/19 0:00,06C,Y,8,A,8/16/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.76425987,-73.98467575,104,3,13300,1025400,1010447501,MN15,2059,-73.98467575,40.76425987
40953735,Manhattan,600,5 AVENUE,10020,2123327633,9/25/19 0:00,10F,N,3,A,9/25/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.75752313,-73.97794543,105,4,9600,1034506,1012640030,MN17,2060,-73.97794543,40.75752313
50082940,Queens,13505,40TH RD,11354,7186823666,9/29/18 0:00,08C,N,9,A,9/29/18 0:00,10/29/19 0:00,Pre-permit (Operational) / Re-inspection,40.75885974,-73.83013299,407,20,87100,4114132,4050360056,QN22,2061,-73.83013299,40.75885974
41608718,Brooklyn,240,COURT STREET,11201,7182468259,2/22/18 0:00,02G,Y,10,A,2/22/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.68572475,-73.99428499,306,39,4500,3003540,3003120032,BK33,2062,-73.99428499,40.68572475
50060360,Manhattan,30,3RD AVE,10003,2127773698,4/5/18 0:00,06C,Y,10,A,4/5/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.73025555,-73.98938135,103,2,4200,1008962,1005550028,MN22,2063,-73.98938135,40.73025555
50007098,Brooklyn,478,ROCKAWAY AVE,11212,7189222744,12/22/16 0:00,04L,Y,16,B,12/22/16 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.66818366,-73.91036832,316,41,92400,3393299,3035210018,BK81,2064,-73.91036832,40.66818366
40741967,Queens,4112,MAIN STREET,11355,7183588878,6/24/19 0:00,04N,Y,22,B,6/24/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.75784845,-73.82930898,407,20,84900,4311723,4050410035,QN22,2065,-73.82930898,40.75784845
50085486,Queens,3624,UNION ST,11354,7183583935,12/18/18 0:00,10F,N,10,A,12/18/18 0:00,10/29/19 0:00,Pre-permit (Operational) / Re-inspection,40.76334424,-73.82798805,407,20,86900,4112359,4049770157,QN22,2066,-73.82798805,40.76334424
50093768,Brooklyn,367,METROPOLITAN AVE,11211,9292502460,8/13/19 0:00,04L,Y,35,Z,8/13/19 0:00,10/29/19 0:00,Pre-permit (Operational) / Re-inspection,40.71408907,-73.95577904,301,34,51900,3062351,3023460025,BK73,2067,-73.95577904,40.71408907
40751449,Manhattan,521,5 AVENUE,10017,2126873660,2/15/18 0:00,10F,N,10,A,2/15/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.75407059,-73.97993536,105,4,9400,1035355,1012780001,MN17,2068,-73.97993536,40.75407059
50018393,Manhattan,295,PARK AVE S,10010,3474966225,5/3/18 0:00,08A,N,12,A,5/3/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.73994427,-73.98652177,105,2,6800,1018011,1008780004,MN21,2069,-73.98652177,40.73994427
50018922,Manhattan,208,3RD AVE,10003,2126776921,11/13/17 0:00,02G,Y,27,B,11/13/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.73592578,-73.98527047,106,2,5000,1017882,1008747501,MN21,2070,-73.98527047,40.73592578
41305627,Queens,6022,ROOSEVELT AVENUE,11377,7187790290,6/27/18 0:00,10B,N,11,A,6/27/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.74549882,-73.9041215,402,26,25900,4030039,4012930012,QN63,2071,-73.9041215,40.74549882
50080293,Brooklyn,510,MORGAN AVE,11222,7183871006,6/13/19 0:00,10B,N,24,B,6/13/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.72160175,-73.93846461,301,34,44900,3069872,3028350001,BK90,2072,-73.93846461,40.72160175
41470787,Brooklyn,2775,CONEY ISLAND AVENUE,11235,7183682955,12/12/17 0:00,06C,Y,11,A,12/12/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.58890412,-73.96046361,315,48,58800,3203832,3074300065,BK25,2073,-73.96046361,40.58890412
41539722,Queens,7225,WOODHAVEN BOULEVARD,11385,7186855915,5/5/16 0:00,10H,N,12,A,5/5/16 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.71081961,-73.85970386,406,29,63700,4095019,4038840002,QN19,2074,-73.85970386,40.71081961
41492592,Brooklyn,215,CHURCH AVENUE,11218,7184368800,2/8/18 0:00,08A,N,11,A,2/8/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.6433599,-73.97811303,312,39,49600,3124562,3053350037,BK41,2075,-73.97811303,40.6433599
50059886,Bronx,1504,WESTCHESTER AVE,10472,7184849105,4/17/18 0:00,04A,Y,10,A,4/17/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.82851847,-73.87982017,209,17,5002,2023832,2037390037,BX55,2076,-73.87982017,40.82851847
41562131,Manhattan,181,EAST BROADWAY,10002,6468861168,8/14/18 0:00,06E,Y,11,A,8/14/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.71412728,-73.98923964,103,1,600,1003620,1002840020,MN28,2077,-73.98923964,40.71412728
50046026,Manhattan,198,8TH AVE,10011,2126452100,4/30/19 0:00,08A,N,17,B,4/30/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.74349953,-73.99977264,104,3,8700,1014011,1007700001,MN13,2078,-73.99977264,40.74349953
50067987,Queens,4075,JUNCTION BLVD,11368,7185657700,9/28/17 0:00,06C,Y,13,A,9/28/17 0:00,10/29/19 0:00,Pre-permit (Operational) / Re-inspection,40.74735465,-73.86847959,404,21,37500,4040200,4016050038,QN26,2079,-73.86847959,40.74735465
50050924,Queens,13617,41ST AVE,11355,7186616655,8/15/19 0:00,06D,Y,41,Z,8/15/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.75866879,-73.82907946,407,20,85300,4113579,4050190110,QN22,2080,-73.82907946,40.75866879
40694203,Queens,16302,CROSS BAY BOULEVARD,11414,7188433100,2/26/19 0:00,06E,Y,22,B,2/26/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.65215174,-73.83814684,410,32,89200,4448965,4140760055,QN57,2081,-73.83814684,40.65215174
41722445,Brooklyn,149,NORTH    6 STREET,11249,7183848200,5/28/16 0:00,10F,N,8,A,5/28/16 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.71743324,-73.95855812,301,33,55300,3062085,3023270029,BK73,2082,-73.95855812,40.71743324
41457400,Manhattan,57,STONE STREET,10004,2124809800,6/18/18 0:00,10I,N,20,B,6/18/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.70443555,-74.01019975,101,1,900,1000843,1000290045,MN25,2083,-74.01019975,40.70443555
41206524,Brooklyn,318,LAFAYETTE AVENUE,11238,7182305234,9/12/17 0:00,10F,N,11,A,9/12/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.68850491,-73.96313034,302,35,19700,3055550,3019470032,BK69,2084,-73.96313034,40.68850491
41702685,Manhattan,53,WEST   36 STREET,10018,2126431400,5/8/18 0:00,10F,N,6,A,5/8/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.75064052,-73.98579775,105,4,8400,1015922,1008380012,MN17,2085,-73.98579775,40.75064052
50006351,Manhattan,148,W 28TH ST,10001,2124311000,2/22/19 0:00,10F,N,7,A,2/22/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.74661455,-73.99192308,105,3,9500,1015094,1008030065,MN17,2086,-73.99192308,40.74661455
40663973,Bronx,722,COURTLAND AVENUE,10451,7185854922,12/4/17 0:00,06D,Y,7,A,12/4/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.82071011,-73.91766996,201,17,6900,2001727,2024020003,BX34,2087,-73.91766996,40.82071011
50088019,Brooklyn,2925,AVENUE P,11229,7186690244,7/10/19 0:00,06D,Y,13,A,7/10/19 0:00,10/29/19 0:00,Pre-permit (Operational) / Re-inspection,40.61197827,-73.94420989,315,45,64200,3211313,3076900205,BK44,2088,-73.94420989,40.61197827
50000348,Queens,6269,DRY HARBOR RD,11379,7188061650,5/15/18 0:00,02G,Y,11,A,5/15/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.7227653,-73.87429341,405,30,66300,4068444,4029690040,QN21,2089,-73.87429341,40.7227653
50059273,Manhattan,523,AMSTERDAM AVE,10024,2124961466,5/14/19 0:00,10F,N,4,A,5/14/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.78715499,-73.97538607,107,6,16900,1032137,1012160001,MN12,2090,-73.97538607,40.78715499
50043344,Brooklyn,6742,5TH AVE,11220,7188338433,6/20/19 0:00,10H,N,6,A,6/20/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.63458508,-74.02056541,310,43,12600,3144724,3058550046,BK31,2091,-74.02056541,40.63458508
41476416,Brooklyn,1110,MANHATTAN AVENUE,11222,7183860160,4/3/19 0:00,06C,Y,8,A,4/3/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.73637363,-73.95526262,301,33,57900,3063764,3024880007,BK76,2092,-73.95526262,40.73637363
50037509,Manhattan,182,W 4TH ST,10014,2127273350,1/28/19 0:00,04L,Y,13,A,1/28/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.73249026,-74.00183298,102,3,6700,1010165,1005900073,MN23,2093,-74.00183298,40.73249026
41467848,Bronx,1480,WILLIAMSBRIDGE ROAD,10461,7182390841,11/2/16 0:00,10F,N,5,A,11/2/16 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.84402129,-73.84577786,210,13,20000,2044195,2040810001,BX37,2094,-73.84577786,40.84402129
50050344,Brooklyn,62,COURT ST,11201,7188558751,5/31/18 0:00,08A,N,13,A,5/31/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.69202107,-73.99124096,302,33,900,3002552,3002657501,BK09,2095,-73.99124096,40.69202107
50002120,Manhattan,99,WALL STREET,10005,2124871906,5/17/19 0:00,06E,Y,9,A,5/17/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.70499297,-74.00715575,101,1,700,1000865,1000337501,MN25,2096,-74.00715575,40.70499297
41708362,Manhattan,102,FULTON STREET,10038,6464540680,9/16/16 0:00,10B,N,8,A,9/16/16 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.70963441,-74.00661881,101,1,1502,1001196,1000787506,MN25,2097,-74.00661881,40.70963441
50001315,Manhattan,127,E. 60TH ST,10022,2126637374,8/3/18 0:00,06D,Y,10,A,8/3/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.76309273,-73.96827991,108,4,11402,1041918,1013950012,MN40,2098,-73.96827991,40.76309273
40400559,Manhattan,267,MADISON AVENUE,10016,2122860207,5/14/19 0:00,08A,N,13,A,5/14/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.75110909,-73.98050651,106,4,8200,1017590,1008690022,MN20,2099,-73.98050651,40.75110909
41603460,Brooklyn,170,7 AVENUE,11215,7187682273,10/21/19 0:00,10F,N,13,A,10/21/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.67180393,-73.97749443,306,39,15700,3020693,3009660048,BK37,2100,-73.97749443,40.67180393
41654607,Brooklyn,24,REED ST,11231,7186432722,11/2/17 0:00,04N,Y,13,A,11/2/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.67517549,-74.01676737,306,38,5300,3414140,3006100014,BK33,2101,-74.01676737,40.67517549
40808118,Brooklyn,128,SMITH STREET,11201,7189230918,10/25/17 0:00,04A,Y,25,B,10/25/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.68726703,-73.99010938,302,33,4300,3001220,3001930020,BK38,2102,-73.99010938,40.68726703
50011932,Manhattan,8,STONE ST,10004,2124803880,7/6/18 0:00,02G,Y,24,B,7/6/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.70401811,-74.0126378,101,1,900,1087618,1000100033,MN25,2103,-74.0126378,40.70401811
50072921,Brooklyn,5401,8TH AVE,11220,9292502531,8/27/19 0:00,06D,Y,12,A,8/27/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.63878079,-74.00612173,312,38,10600,3139118,3056720010,BK34,2104,-74.00612173,40.63878079
50013579,Brooklyn,3682B,NOSTRAND AVE,11229,7188918889,7/13/17 0:00,10F,N,11,A,7/13/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.59429185,-73.94071761,315,48,59402,3202632,3074050933,BK17,2105,-73.94071761,40.59429185
50032654,Manhattan,119,E 18TH ST,10003,2125390202,5/22/17 0:00,04L,Y,10,A,5/22/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.73667811,-73.98746785,105,2,5000,1017865,1008740013,MN21,2106,-73.98746785,40.73667811
50016605,Brooklyn,2715,AVENUE U,11229,7187697003,3/28/19 0:00,08A,N,13,A,3/28/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.60014015,-73.9445115,315,46,57400,3198781,3073320049,BK44,2107,-73.9445115,40.60014015
50040106,Brooklyn,1434,DEKALB AVE,11237,8626861922,2/2/19 0:00,10B,N,5,A,2/2/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.70042751,-73.92302684,304,37,42900,3073828,3032460021,BK77,2108,-73.92302684,40.70042751
41327047,Brooklyn,595,BEDFORD AVENUE,11211,7183846577,12/10/18 0:00,04L,Y,13,A,12/10/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.70354537,-73.96045667,301,33,53500,3423903,3200169999,BK72,2109,-73.96045667,40.70354537
41566423,Bronx,123,EAST TREMONT AVENUE,10453,7187167206,3/26/19 0:00,04M,Y,11,A,3/26/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.85045225,-73.90707462,205,14,24100,2007656,2028070032,BX41,2110,-73.90707462,40.85045225
50008319,Manhattan,790,9TH AVE,10019,2129569488,8/28/17 0:00,10F,N,13,A,8/28/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.76503975,-73.98779461,104,3,13300,1025235,1010430004,MN15,2111,-73.98779461,40.76503975
50035265,Manhattan,325,S END AVE,10280,2122673818,1/18/18 0:00,10B,N,8,A,1/18/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.71049806,-74.01622442,101,1,31704,1085492,1000160001,MN25,2112,-74.01622442,40.71049806
50011690,Manhattan,1440,BROADWAY,10018,6466197495,11/25/16 0:00,02B,Y,12,A,11/25/16 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.75460407,-73.98676062,105,4,11300,1022563,1009930011,MN17,2113,-73.98676062,40.75460407
50000853,Manhattan,4020,BROADWAY,10032,2129230700,1/7/16 0:00,08A,N,10,A,1/7/16 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.84181681,-73.93913364,112,10,25300,1063014,1021260001,MN36,2114,-73.93913364,40.84181681
41691396,Queens,8906,NORTHERN BOULEVARD,11372,7183353800,6/22/17 0:00,06E,Y,8,A,6/22/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.75624519,-73.87868052,403,25,27700,4035403,4014370003,QN28,2115,-73.87868052,40.75624519
50039069,Bronx,234,W 238TH ST,10463,7187087804,12/18/17 0:00,10B,N,9,A,12/18/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.88493671,-73.9001512,208,11,28300,2016177,2032700046,BX29,2116,-73.9001512,40.88493671
41404053,Manhattan,252,WEST   47 STREET,10036,2127304800,6/7/17 0:00,02H,Y,9,A,6/7/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.75989865,-73.98631196,105,3,12500,1024745,1010180055,MN17,2117,-73.98631196,40.75989865
41644048,Manhattan,22,WEST    8 STREET,10011,2125332962,2/1/18 0:00,06D,Y,12,A,2/1/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.73263023,-73.99727578,102,1,6300,1008859,1005510023,MN23,2118,-73.99727578,40.73263023
41449878,Brooklyn,613A,NOSTRAND AVENUE,11216,3472401669,2/7/17 0:00,02B,Y,12,A,2/7/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.67620604,-73.94989178,308,36,31500,3337845,3012130001,BK61,2119,-73.94989178,40.67620604
41574650,Queens,21795,HEMPSTEAD AVENUE,11429,7187366500,5/22/18 0:00,04H,Y,63,C,5/22/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.71404883,-73.73832811,413,27,56800,4230752,4107640021,QN34,2120,-73.73832811,40.71404883
50007431,Queens,7620,WOODSIDE AVE,11373,7188061807,4/11/18 0:00,10F,N,12,A,4/11/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.74342898,-73.88861016,404,25,48300,4037790,4015220010,QN50,2121,-73.88861016,40.74342898
40545454,Manhattan,213,WEST   53 STREET,10019,2124897832,4/10/17 0:00,09B,N,6,A,4/10/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.76345542,-73.98302621,105,3,13100,1024838,1010250043,MN17,2122,-73.98302621,40.76345542
50044562,Staten Island,1549,ARTHUR KILL RD,10312,7189480200,7/12/18 0:00,10F,N,8,A,7/12/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.56250728,-74.19178769,503,51,22800,5127870,5059000020,SI05,2123,-74.19178769,40.56250728
50077663,Queens,10402,JAMAICA AVE,11418,9174365666,1/4/19 0:00,08A,N,39,C,1/4/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.6951751,-73.84329623,409,32,12602,4194274,4092890001,QN54,2124,-73.84329623,40.6951751
41390867,Manhattan,265,WEST   23 STREET,10011,2126752988,11/16/17 0:00,10A,N,13,A,11/16/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.74482522,-73.99736551,104,3,9100,1014145,1007730011,MN13,2125,-73.99736551,40.74482522
41285411,Brooklyn,2556,MCDONALD AVENUE,11223,7189092456,3/19/19 0:00,02G,Y,13,A,3/19/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.58969581,-73.97424577,313,47,30800,3000000,3072080040,BK26,2126,-73.97424577,40.58969581
50056175,Brooklyn,348,WYTHE AVE,11249,3472226722,2/8/18 0:00,04H,Y,9,A,2/8/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.71416368,-73.96520828,301,33,55100,3321284,3024150026,BK73,2127,-73.96520828,40.71416368
50085240,Queens,13685,41ST AVE,11355,7188860675,6/11/19 0:00,08C,N,7,A,6/11/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.75867698,-73.82904695,407,20,85300,4113564,4050190084,QN22,2128,-73.82904695,40.75867698
41301628,Queens,3914,QUEENS BOULEVARD,11104,7189372220,4/18/18 0:00,10J,N,9,A,4/18/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.74394749,-73.92557835,402,26,17900,4002624,4001950029,QN31,2129,-73.92557835,40.74394749
50093741,Manhattan,12,JOHN ST,10038,2122479323,8/12/19 0:00,04A,Y,36,C,8/12/19 0:00,10/29/19 0:00,Pre-permit (Operational) / Re-inspection,40.70999655,-74.00910047,101,1,1502,1001103,1000650020,MN25,2130,-74.00910047,40.70999655
40360045,Brooklyn,705,KINGS HIGHWAY,11223,7183751500,4/20/17 0:00,08C,N,12,A,4/20/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.60618692,-73.96546645,315,44,41800,3177501,3066640028,BK25,2131,-73.96546645,40.60618692
50042698,Manhattan,145,4TH AVE,10003,2123889111,2/17/17 0:00,10F,N,12,A,2/17/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.73390888,-73.9898715,103,2,4200,1077569,1005590009,MN22,2132,-73.9898715,40.73390888
41570817,Manhattan,311,WEST   48 STREET,10036,2122454343,7/28/17 0:00,06C,Y,11,A,7/28/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.76130138,-73.98764008,104,3,12700,1025140,1010390026,MN15,2133,-73.98764008,40.76130138
41657557,Queens,2108,36TH AVE,11106,7183929329,4/25/17 0:00,10F,N,11,A,4/25/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.7597804,-73.9366063,401,26,3300,4004269,4003480019,QN68,2134,-73.9366063,40.7597804
50086462,Queens,14613,JAMAICA AVE,11435,7182060333,8/22/19 0:00,04N,Y,24,B,8/22/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.7018033,-73.80865036,412,24,24000,4206761,4096760041,QN61,2135,-73.80865036,40.7018033
50061389,Staten Island,11C,HOLDEN BLVD,10314,7189839854,6/21/17 0:00,10F,N,12,A,6/21/17 0:00,10/29/19 0:00,Pre-permit (Operational) / Re-inspection,40.60451406,-74.12118315,502,50,18702,5106941,5007520416,SI05,2136,-74.12118315,40.60451406
50060989,Manhattan,217,E 51ST ST,10022,9173247453,4/19/19 0:00,06C,Y,6,A,4/19/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.75620103,-73.96971618,106,4,9800,1038466,1013250010,MN19,2137,-73.96971618,40.75620103
50000849,Brooklyn,960,ATLANTIC AVE,11238,7186368600,9/27/18 0:00,06D,Y,13,A,9/27/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.68067108,-73.96238476,308,35,20300,3027517,3011240029,BK64,2138,-73.96238476,40.68067108
50048238,Brooklyn,719,86TH ST,11228,7188360836,11/22/16 0:00,02B,Y,10,A,11/22/16 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.6185746,-74.02138173,310,43,14000,3153241,3060370060,BK30,2139,-74.02138173,40.6185746
50039368,Manhattan,134,1ST AVE,10009,9173328432,4/10/18 0:00,06E,Y,7,A,4/10/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.72766952,-73.98521818,103,2,3200,1005893,1004360060,MN22,2140,-73.98521818,40.72766952
